id,name,score1,score2
2001,student_2001,91,83
2002,student_2002,58,84
2003,student_2003,90,76
2004,student_2004,82,81
2005,student_2005,56,70
2006,student_2006,84,96
2007,student_2007,75,75
2008,student_2008,75,65
2009,student_2009,90,82
2010,student_2010,85,94
2011,student_2011,94,66
2012,student_2012,61,61
2013,student_2013,89,90
2014,student_2014,100,56
2015,student_2015,100,69
2016,student_2016,84,71
2017,student_2017,74,96
2018,student_2018,63,81
2019,student_2019,74,99
2020,student_2020,85,89
2021,student_2021,93,98
2022,student_2022,91,62
2023,student_2023,84,79
2024,student_2024,96,85
2025,student_2025,82,87
2026,student_2026,82,71
2027,student_2027,90,58
2028,student_2028,69,100
2029,student_2029,82,63
2030,student_2030,94,63
2031,student_2031,76,77
2032,student_2032,62,88
2033,student_2033,71,52
2034,student_2034,52,82
2035,student_2035,90,86
2036,student_2036,89,91
2037,student_2037,93,81
2038,student_2038,66,85
2039,student_2039,77,53
2040,student_2040,87,80
2041,student_2041,70,59
2042,student_2042,61,54
2043,student_2043,52,51
2044,student_2044,68,81
2045,student_2045,96,94
2046,student_2046,51,58
2047,student_2047,57,73
2048,student_2048,60,86
2049,student_2049,57,61
2050,student_2050,86,65
2051,student_2051,82,93
2052,student_2052,65,92
2053,student_2053,54,97
2054,student_2054,61,54
2055,student_2055,62,84
2056,student_2056,70,50
2057,student_2057,62,73
2058,student_2058,79,88
2059,student_2059,80,83
2060,student_2060,50,78
2061,student_2061,88,66
2062,student_2062,95,73
2063,student_2063,82,84
2064,student_2064,90,90
2065,student_2065,69,69
2066,student_2066,79,69
2067,student_2067,100,64
2068,student_2068,83,54
2069,student_2069,86,90
2070,student_2070,89,67
2071,student_2071,65,80
2072,student_2072,74,91
2073,student_2073,84,70
2074,student_2074,82,81
2075,student_2075,68,92
2076,student_2076,76,78
2077,student_2077,96,84
2078,student_2078,98,56
2079,student_2079,62,62
2080,student_2080,96,89
2081,student_2081,100,69
2082,student_2082,87,85
2083,student_2083,51,61
2084,student_2084,81,96
2085,student_2085,63,89
2086,student_2086,68,61
2087,student_2087,66,57
2088,student_2088,52,53
2089,student_2089,72,69
2090,student_2090,60,65
2091,student_2091,69,82
2092,student_2092,93,81
2093,student_2093,71,95
2094,student_2094,63,54
2095,student_2095,55,92
2096,student_2096,60,71
2097,student_2097,76,55
2098,student_2098,87,84
2099,student_2099,95,86
2100,student_2100,66,67
2101,student_2101,68,83
2102,student_2102,81,69
2103,student_2103,69,61
2104,student_2104,91,51
2105,student_2105,90,92
2106,student_2106,64,70
2107,student_2107,97,62
2108,student_2108,95,91
2109,student_2109,76,58
2110,student_2110,95,66
2111,student_2111,98,56
2112,student_2112,94,98
2113,student_2113,60,97
2114,student_2114,63,75
2115,student_2115,54,86
2116,student_2116,82,83
2117,student_2117,85,92
2118,student_2118,82,55
2119,student_2119,87,95
2120,student_2120,80,70
2121,student_2121,75,79
2122,student_2122,72,50
2123,student_2123,88,86
2124,student_2124,99,60
2125,student_2125,99,61
2126,student_2126,68,95
2127,student_2127,79,51
2128,student_2128,59,64
2129,student_2129,100,77
2130,student_2130,77,93
2131,student_2131,99,56
2132,student_2132,87,56
2133,student_2133,71,100
2134,student_2134,86,79
2135,student_2135,62,87
2136,student_2136,96,100
2137,student_2137,90,52
2138,student_2138,86,71
2139,student_2139,69,95
2140,student_2140,64,55
2141,student_2141,93,87
2142,student_2142,91,85
2143,student_2143,72,71
2144,student_2144,51,91
2145,student_2145,80,62
2146,student_2146,57,93
2147,student_2147,90,84
2148,student_2148,73,82
2149,student_2149,76,51
2150,student_2150,68,61
2151,student_2151,55,81
2152,student_2152,75,95
2153,student_2153,94,93
2154,student_2154,79,100
2155,student_2155,62,70
2156,student_2156,95,76
2157,student_2157,81,84
2158,student_2158,64,82
2159,student_2159,89,94
2160,student_2160,100,89
2161,student_2161,75,66
2162,student_2162,99,75
2163,student_2163,53,91
2164,student_2164,89,70
2165,student_2165,69,77
2166,student_2166,86,79
2167,student_2167,50,57
2168,student_2168,90,71
2169,student_2169,58,90
2170,student_2170,71,67
2171,student_2171,99,53
2172,student_2172,83,59
2173,student_2173,90,62
2174,student_2174,62,94
2175,student_2175,52,51
2176,student_2176,63,65
2177,student_2177,62,57
2178,student_2178,75,86
2179,student_2179,66,70
2180,student_2180,50,50
2181,student_2181,83,64
2182,student_2182,58,93
2183,student_2183,85,78
2184,student_2184,91,65
2185,student_2185,53,50
2186,student_2186,90,76
2187,student_2187,89,70
2188,student_2188,65,90
2189,student_2189,94,66
2190,student_2190,99,67
2191,student_2191,84,65
2192,student_2192,96,70
2193,student_2193,87,92
2194,student_2194,88,80
2195,student_2195,64,64
2196,student_2196,83,58
2197,student_2197,66,67
2198,student_2198,86,74
2199,student_2199,64,94
2200,student_2200,73,66
2201,student_2201,55,66
2202,student_2202,86,78
2203,student_2203,80,80
2204,student_2204,86,82
2205,student_2205,72,94
2206,student_2206,62,69
2207,student_2207,85,79
2208,student_2208,90,57
2209,student_2209,70,60
2210,student_2210,58,90
2211,student_2211,83,65
2212,student_2212,85,50
2213,student_2213,86,88
2214,student_2214,96,90
2215,student_2215,95,58
2216,student_2216,62,86
2217,student_2217,57,74
2218,student_2218,86,80
2219,student_2219,53,80
2220,student_2220,67,52
2221,student_2221,62,97
2222,student_2222,85,67
2223,student_2223,50,99
2224,student_2224,92,92
2225,student_2225,77,91
2226,student_2226,68,89
2227,student_2227,78,64
2228,student_2228,71,77
2229,student_2229,75,51
2230,student_2230,96,90
2231,student_2231,92,95
2232,student_2232,97,70
2233,student_2233,86,52
2234,student_2234,64,80
2235,student_2235,87,54
2236,student_2236,90,95
2237,student_2237,97,85
2238,student_2238,66,83
2239,student_2239,73,54
2240,student_2240,75,87
2241,student_2241,70,57
2242,student_2242,88,89
2243,student_2243,50,58
2244,student_2244,81,91
2245,student_2245,59,69
2246,student_2246,78,84
2247,student_2247,83,91
2248,student_2248,68,58
2249,student_2249,100,77
2250,student_2250,100,92
2251,student_2251,54,79
2252,student_2252,64,56
2253,student_2253,56,53
2254,student_2254,73,61
2255,student_2255,67,83
2256,student_2256,83,100
2257,student_2257,77,56
2258,student_2258,51,75
2259,student_2259,73,51
2260,student_2260,87,85
2261,student_2261,97,70
2262,student_2262,95,64
2263,student_2263,87,71
2264,student_2264,82,52
2265,student_2265,94,55
2266,student_2266,90,89
2267,student_2267,92,96
2268,student_2268,52,53
2269,student_2269,56,51
2270,student_2270,93,54
2271,student_2271,70,92
2272,student_2272,73,96
2273,student_2273,55,67
2274,student_2274,70,80
2275,student_2275,54,53
2276,student_2276,55,55
2277,student_2277,62,73
2278,student_2278,97,94
2279,student_2279,63,53
2280,student_2280,85,79
2281,student_2281,99,89
2282,student_2282,74,78
2283,student_2283,75,99
2284,student_2284,84,97
2285,student_2285,96,92
2286,student_2286,95,68
2287,student_2287,89,76
2288,student_2288,86,83
2289,student_2289,76,97
2290,student_2290,80,62
2291,student_2291,75,98
2292,student_2292,92,99
2293,student_2293,70,53
2294,student_2294,50,68
2295,student_2295,90,66
2296,student_2296,63,74
2297,student_2297,66,66
2298,student_2298,66,91
2299,student_2299,90,87
2300,student_2300,75,67
2301,student_2301,65,94
2302,student_2302,58,51
2303,student_2303,92,85
2304,student_2304,54,69
2305,student_2305,75,74
2306,student_2306,69,74
2307,student_2307,70,64
2308,student_2308,59,92
2309,student_2309,60,90
2310,student_2310,82,76
2311,student_2311,50,55
2312,student_2312,69,50
2313,student_2313,68,86
2314,student_2314,57,86
2315,student_2315,79,52
2316,student_2316,82,85
2317,student_2317,86,94
2318,student_2318,69,92
2319,student_2319,53,76
2320,student_2320,64,77
2321,student_2321,86,86
2322,student_2322,50,61
2323,student_2323,95,91
2324,student_2324,59,76
2325,student_2325,66,83
2326,student_2326,52,59
2327,student_2327,67,93
2328,student_2328,76,99
2329,student_2329,70,55
2330,student_2330,59,91
2331,student_2331,73,94
2332,student_2332,59,65
2333,student_2333,56,65
2334,student_2334,85,74
2335,student_2335,82,77
2336,student_2336,85,53
2337,student_2337,69,92
2338,student_2338,59,100
2339,student_2339,71,67
2340,student_2340,84,93
2341,student_2341,85,51
2342,student_2342,54,81
2343,student_2343,71,98
2344,student_2344,80,66
2345,student_2345,100,91
2346,student_2346,82,68
2347,student_2347,96,76
2348,student_2348,96,86
2349,student_2349,99,74
2350,student_2350,92,72
2351,student_2351,96,50
2352,student_2352,55,56
2353,student_2353,90,97
2354,student_2354,78,64
2355,student_2355,100,76
2356,student_2356,61,59
2357,student_2357,88,69
2358,student_2358,92,55
2359,student_2359,79,88
2360,student_2360,80,57
2361,student_2361,58,87
2362,student_2362,68,67
2363,student_2363,52,97
2364,student_2364,71,61
2365,student_2365,73,82
2366,student_2366,76,50
2367,student_2367,87,59
2368,student_2368,71,55
2369,student_2369,66,77
2370,student_2370,53,99
2371,student_2371,69,59
2372,student_2372,53,79
2373,student_2373,51,80
2374,student_2374,91,54
2375,student_2375,52,53
2376,student_2376,51,84
2377,student_2377,100,87
2378,student_2378,75,51
2379,student_2379,83,78
2380,student_2380,98,69
2381,student_2381,55,64
2382,student_2382,59,79
2383,student_2383,64,69
2384,student_2384,66,83
2385,student_2385,87,85
2386,student_2386,60,55
2387,student_2387,99,93
2388,student_2388,78,87
2389,student_2389,68,68
2390,student_2390,98,90
2391,student_2391,94,51
2392,student_2392,64,58
2393,student_2393,89,86
2394,student_2394,94,62
2395,student_2395,50,87
2396,student_2396,75,88
2397,student_2397,97,63
2398,student_2398,91,99
2399,student_2399,79,57
2400,student_2400,96,98
2401,student_2401,58,82
2402,student_2402,82,72
2403,student_2403,94,59
2404,student_2404,76,89
2405,student_2405,77,57
2406,student_2406,76,67
2407,student_2407,77,83
2408,student_2408,92,97
2409,student_2409,53,100
2410,student_2410,76,68
2411,student_2411,85,87
2412,student_2412,71,84
2413,student_2413,79,77
2414,student_2414,90,77
2415,student_2415,79,51
2416,student_2416,86,87
2417,student_2417,95,74
2418,student_2418,73,71
2419,student_2419,86,64
2420,student_2420,71,64
2421,student_2421,51,84
2422,student_2422,85,91
2423,student_2423,80,59
2424,student_2424,69,90
2425,student_2425,54,87
2426,student_2426,69,63
2427,student_2427,99,62
2428,student_2428,80,76
2429,student_2429,51,87
2430,student_2430,86,90
2431,student_2431,58,98
2432,student_2432,51,66
2433,student_2433,86,63
2434,student_2434,65,94
2435,student_2435,84,83
2436,student_2436,94,51
2437,student_2437,51,98
2438,student_2438,89,82
2439,student_2439,57,96
2440,student_2440,98,56
2441,student_2441,70,63
2442,student_2442,50,69
2443,student_2443,73,63
2444,student_2444,64,79
2445,student_2445,60,98
2446,student_2446,91,98
2447,student_2447,74,65
2448,student_2448,97,51
2449,student_2449,97,90
2450,student_2450,59,62
2451,student_2451,82,91
2452,student_2452,95,92
2453,student_2453,95,66
2454,student_2454,51,54
2455,student_2455,68,64
2456,student_2456,82,56
2457,student_2457,66,57
2458,student_2458,69,80
2459,student_2459,91,60
2460,student_2460,52,59
2461,student_2461,81,93
2462,student_2462,80,90
2463,student_2463,82,54
2464,student_2464,81,64
2465,student_2465,92,63
2466,student_2466,55,80
2467,student_2467,96,95
2468,student_2468,67,91
2469,student_2469,81,89
2470,student_2470,52,77
2471,student_2471,50,92
2472,student_2472,89,63
2473,student_2473,81,81
2474,student_2474,50,89
2475,student_2475,59,100
2476,student_2476,89,63
2477,student_2477,60,56
2478,student_2478,82,54
2479,student_2479,74,78
2480,student_2480,90,52
2481,student_2481,75,78
2482,student_2482,88,54
2483,student_2483,60,99
2484,student_2484,62,62
2485,student_2485,57,99
2486,student_2486,78,53
2487,student_2487,71,58
2488,student_2488,56,70
2489,student_2489,53,54
2490,student_2490,66,64
2491,student_2491,86,59
2492,student_2492,83,84
2493,student_2493,76,82
2494,student_2494,83,100
2495,student_2495,51,72
2496,student_2496,69,50
2497,student_2497,58,94
2498,student_2498,92,56
2499,student_2499,94,61
2500,student_2500,62,88
2501,student_2501,97,66
2502,student_2502,84,88
2503,student_2503,62,93
2504,student_2504,86,68
2505,student_2505,79,67
2506,student_2506,84,76
2507,student_2507,65,54
2508,student_2508,83,79
2509,student_2509,64,90
2510,student_2510,60,84
2511,student_2511,99,59
2512,student_2512,64,86
2513,student_2513,70,87
2514,student_2514,66,85
2515,student_2515,86,84
2516,student_2516,91,53
2517,student_2517,51,58
2518,student_2518,86,60
2519,student_2519,96,81
2520,student_2520,55,53
2521,student_2521,98,66
2522,student_2522,99,60
2523,student_2523,52,67
2524,student_2524,100,81
2525,student_2525,72,84
2526,student_2526,100,53
2527,student_2527,76,67
2528,student_2528,97,91
2529,student_2529,55,68
2530,student_2530,53,58
2531,student_2531,100,76
2532,student_2532,91,79
2533,student_2533,98,58
2534,student_2534,73,80
2535,student_2535,99,83
2536,student_2536,70,88
2537,student_2537,99,75
2538,student_2538,55,57
2539,student_2539,72,71
2540,student_2540,98,65
2541,student_2541,72,81
2542,student_2542,81,95
2543,student_2543,54,64
2544,student_2544,56,58
2545,student_2545,82,66
2546,student_2546,79,57
2547,student_2547,74,91
2548,student_2548,99,86
2549,student_2549,55,63
2550,student_2550,82,87
2551,student_2551,73,54
2552,student_2552,72,89
2553,student_2553,76,52
2554,student_2554,88,62
2555,student_2555,83,80
2556,student_2556,79,67
2557,student_2557,58,80
2558,student_2558,52,59
2559,student_2559,87,62
2560,student_2560,52,92
2561,student_2561,87,97
2562,student_2562,55,87
2563,student_2563,98,63
2564,student_2564,100,69
2565,student_2565,65,74
2566,student_2566,64,75
2567,student_2567,54,71
2568,student_2568,60,94
2569,student_2569,75,55
2570,student_2570,67,51
2571,student_2571,83,62
2572,student_2572,69,79
2573,student_2573,88,87
2574,student_2574,91,69
2575,student_2575,64,77
2576,student_2576,73,97
2577,student_2577,78,54
2578,student_2578,56,97
2579,student_2579,70,89
2580,student_2580,53,74
2581,student_2581,85,68
2582,student_2582,88,55
2583,student_2583,64,51
2584,student_2584,66,78
2585,student_2585,80,50
2586,student_2586,51,83
2587,student_2587,94,58
2588,student_2588,73,93
2589,student_2589,86,69
2590,student_2590,52,92
2591,student_2591,82,91
2592,student_2592,96,79
2593,student_2593,99,66
2594,student_2594,74,87
2595,student_2595,81,77
2596,student_2596,77,53
2597,student_2597,89,96
2598,student_2598,72,51
2599,student_2599,89,100
2600,student_2600,93,51
2601,student_2601,83,75
2602,student_2602,76,77
2603,student_2603,76,96
2604,student_2604,81,51
2605,student_2605,87,55
2606,student_2606,74,75
2607,student_2607,82,62
2608,student_2608,85,81
2609,student_2609,73,81
2610,student_2610,54,97
2611,student_2611,54,78
2612,student_2612,56,78
2613,student_2613,81,67
2614,student_2614,88,83
2615,student_2615,58,96
2616,student_2616,90,53
2617,student_2617,74,89
2618,student_2618,81,77
2619,student_2619,54,77
2620,student_2620,56,90
2621,student_2621,66,62
2622,student_2622,82,50
2623,student_2623,71,80
2624,student_2624,51,67
2625,student_2625,96,59
2626,student_2626,82,100
2627,student_2627,74,51
2628,student_2628,65,57
2629,student_2629,91,97
2630,student_2630,71,78
2631,student_2631,96,62
2632,student_2632,58,76
2633,student_2633,99,63
2634,student_2634,89,63
2635,student_2635,53,70
2636,student_2636,90,79
2637,student_2637,55,83
2638,student_2638,56,87
2639,student_2639,66,56
2640,student_2640,67,54
2641,student_2641,79,64
2642,student_2642,76,80
2643,student_2643,74,99
2644,student_2644,68,52
2645,student_2645,69,78
2646,student_2646,95,75
2647,student_2647,100,72
2648,student_2648,53,80
2649,student_2649,63,70
2650,student_2650,64,77
2651,student_2651,88,83
2652,student_2652,84,56
2653,student_2653,84,61
2654,student_2654,74,96
2655,student_2655,81,87
2656,student_2656,50,58
2657,student_2657,89,88
2658,student_2658,74,95
2659,student_2659,91,67
2660,student_2660,96,100
2661,student_2661,53,62
2662,student_2662,60,96
2663,student_2663,80,58
2664,student_2664,55,92
2665,student_2665,58,66
2666,student_2666,60,56
2667,student_2667,87,93
2668,student_2668,61,95
2669,student_2669,54,92
2670,student_2670,96,79
2671,student_2671,90,58
2672,student_2672,69,51
2673,student_2673,88,84
2674,student_2674,56,80
2675,student_2675,86,100
2676,student_2676,74,61
2677,student_2677,77,76
2678,student_2678,71,71
2679,student_2679,93,74
2680,student_2680,100,94
2681,student_2681,89,92
2682,student_2682,64,80
2683,student_2683,57,78
2684,student_2684,74,52
2685,student_2685,58,75
2686,student_2686,55,74
2687,student_2687,74,50
2688,student_2688,54,78
2689,student_2689,57,78
2690,student_2690,55,58
2691,student_2691,86,87
2692,student_2692,75,96
2693,student_2693,56,66
2694,student_2694,73,92
2695,student_2695,53,56
2696,student_2696,69,69
2697,student_2697,59,68
2698,student_2698,64,51
2699,student_2699,53,84
2700,student_2700,53,86
2701,student_2701,54,58
2702,student_2702,51,95
2703,student_2703,90,52
2704,student_2704,51,69
2705,student_2705,100,60
2706,student_2706,98,66
2707,student_2707,67,92
2708,student_2708,78,63
2709,student_2709,58,82
2710,student_2710,73,65
2711,student_2711,54,97
2712,student_2712,57,61
2713,student_2713,96,88
2714,student_2714,81,77
2715,student_2715,50,89
2716,student_2716,98,90
2717,student_2717,62,58
2718,student_2718,52,73
2719,student_2719,99,56
2720,student_2720,79,91
2721,student_2721,97,65
2722,student_2722,75,97
2723,student_2723,66,72
2724,student_2724,95,76
2725,student_2725,51,74
2726,student_2726,53,54
2727,student_2727,84,79
2728,student_2728,84,54
2729,student_2729,98,93
2730,student_2730,89,85
2731,student_2731,80,88
2732,student_2732,91,87
2733,student_2733,64,63
2734,student_2734,79,86
2735,student_2735,100,50
2736,student_2736,60,66
2737,student_2737,88,51
2738,student_2738,88,74
2739,student_2739,81,52
2740,student_2740,85,72
2741,student_2741,96,99
2742,student_2742,83,50
2743,student_2743,53,100
2744,student_2744,80,85
2745,student_2745,72,73
2746,student_2746,84,59
2747,student_2747,84,87
2748,student_2748,75,57
2749,student_2749,67,100
2750,student_2750,55,92
2751,student_2751,76,97
2752,student_2752,70,53
2753,student_2753,100,95
2754,student_2754,66,84
2755,student_2755,51,73
2756,student_2756,77,60
2757,student_2757,85,57
2758,student_2758,95,94
2759,student_2759,52,82
2760,student_2760,66,82
2761,student_2761,78,61
2762,student_2762,81,84
2763,student_2763,98,95
2764,student_2764,82,92
2765,student_2765,84,97
2766,student_2766,94,62
2767,student_2767,94,99
2768,student_2768,80,65
2769,student_2769,64,81
2770,student_2770,55,58
2771,student_2771,83,94
2772,student_2772,69,96
2773,student_2773,76,55
2774,student_2774,67,86
2775,student_2775,84,72
2776,student_2776,96,72
2777,student_2777,79,88
2778,student_2778,82,63
2779,student_2779,63,50
2780,student_2780,90,58
2781,student_2781,73,94
2782,student_2782,54,83
2783,student_2783,83,56
2784,student_2784,68,59
2785,student_2785,50,80
2786,student_2786,72,91
2787,student_2787,86,100
2788,student_2788,72,91
2789,student_2789,66,51
2790,student_2790,83,86
2791,student_2791,71,95
2792,student_2792,61,87
2793,student_2793,72,81
2794,student_2794,73,95
2795,student_2795,82,78
2796,student_2796,84,86
2797,student_2797,74,50
2798,student_2798,56,65
2799,student_2799,90,70
2800,student_2800,88,90
2801,student_2801,66,80
2802,student_2802,59,85
2803,student_2803,79,61
2804,student_2804,96,99
2805,student_2805,76,58
2806,student_2806,57,79
2807,student_2807,87,68
2808,student_2808,79,51
2809,student_2809,93,99
2810,student_2810,83,98
2811,student_2811,77,92
2812,student_2812,97,51
2813,student_2813,74,56
2814,student_2814,92,69
2815,student_2815,88,84
2816,student_2816,97,71
2817,student_2817,73,61
2818,student_2818,81,89
2819,student_2819,77,66
2820,student_2820,55,75
2821,student_2821,73,61
2822,student_2822,69,54
2823,student_2823,63,55
2824,student_2824,87,74
2825,student_2825,81,52
2826,student_2826,50,59
2827,student_2827,92,84
2828,student_2828,89,85
2829,student_2829,62,96
2830,student_2830,69,92
2831,student_2831,60,53
2832,student_2832,73,62
2833,student_2833,68,60
2834,student_2834,78,72
2835,student_2835,99,51
2836,student_2836,62,96
2837,student_2837,64,73
2838,student_2838,100,73
2839,student_2839,64,66
2840,student_2840,65,96
2841,student_2841,92,99
2842,student_2842,83,75
2843,student_2843,63,98
2844,student_2844,62,54
2845,student_2845,92,57
2846,student_2846,63,89
2847,student_2847,82,60
2848,student_2848,76,88
2849,student_2849,94,94
2850,student_2850,67,60
2851,student_2851,93,80
2852,student_2852,84,93
2853,student_2853,64,57
2854,student_2854,73,81
2855,student_2855,76,64
2856,student_2856,69,92
2857,student_2857,51,54
2858,student_2858,59,58
2859,student_2859,83,83
2860,student_2860,55,60
2861,student_2861,96,77
2862,student_2862,60,77
2863,student_2863,95,99
2864,student_2864,76,93
2865,student_2865,78,62
2866,student_2866,89,70
2867,student_2867,58,89
2868,student_2868,71,73
2869,student_2869,94,81
2870,student_2870,87,82
2871,student_2871,59,93
2872,student_2872,61,94
2873,student_2873,59,70
2874,student_2874,82,70
2875,student_2875,70,61
2876,student_2876,90,51
2877,student_2877,68,81
2878,student_2878,97,69
2879,student_2879,57,92
2880,student_2880,64,54
2881,student_2881,91,70
2882,student_2882,68,69
2883,student_2883,71,85
2884,student_2884,58,52
2885,student_2885,51,66
2886,student_2886,99,88
2887,student_2887,64,59
2888,student_2888,79,76
2889,student_2889,70,100
2890,student_2890,82,54
2891,student_2891,85,67
2892,student_2892,77,94
2893,student_2893,69,96
2894,student_2894,95,61
2895,student_2895,52,89
2896,student_2896,88,73
2897,student_2897,62,61
2898,student_2898,52,70
2899,student_2899,87,77
2900,student_2900,63,88
2901,student_2901,83,69
2902,student_2902,100,83
2903,student_2903,84,81
2904,student_2904,65,72
2905,student_2905,73,77
2906,student_2906,87,80
2907,student_2907,86,53
2908,student_2908,53,61
2909,student_2909,58,98
2910,student_2910,69,59
2911,student_2911,76,71
2912,student_2912,74,94
2913,student_2913,65,95
2914,student_2914,53,71
2915,student_2915,83,86
2916,student_2916,58,87
2917,student_2917,96,68
2918,student_2918,68,70
2919,student_2919,87,93
2920,student_2920,54,62
2921,student_2921,79,67
2922,student_2922,98,67
2923,student_2923,76,86
2924,student_2924,82,92
2925,student_2925,53,55
2926,student_2926,93,50
2927,student_2927,55,99
2928,student_2928,64,53
2929,student_2929,97,86
2930,student_2930,51,88
2931,student_2931,50,88
2932,student_2932,70,56
2933,student_2933,85,52
2934,student_2934,56,59
2935,student_2935,92,86
2936,student_2936,67,89
2937,student_2937,54,71
2938,student_2938,96,62
2939,student_2939,87,98
2940,student_2940,84,77
2941,student_2941,64,90
2942,student_2942,74,75
2943,student_2943,87,98
2944,student_2944,74,74
2945,student_2945,84,92
2946,student_2946,81,67
2947,student_2947,58,60
2948,student_2948,57,80
2949,student_2949,92,93
2950,student_2950,74,66
2951,student_2951,98,96
2952,student_2952,77,65
2953,student_2953,100,61
2954,student_2954,57,92
2955,student_2955,82,98
2956,student_2956,90,55
2957,student_2957,60,81
2958,student_2958,58,51
2959,student_2959,67,62
2960,student_2960,64,58
2961,student_2961,58,67
2962,student_2962,80,78
2963,student_2963,82,53
2964,student_2964,87,59
2965,student_2965,62,81
2966,student_2966,78,88
2967,student_2967,69,65
2968,student_2968,51,71
2969,student_2969,77,99
2970,student_2970,70,97
2971,student_2971,54,95
2972,student_2972,98,57
2973,student_2973,57,85
2974,student_2974,75,68
2975,student_2975,60,78
2976,student_2976,60,67
2977,student_2977,59,93
2978,student_2978,77,96
2979,student_2979,58,99
2980,student_2980,81,73
2981,student_2981,58,89
2982,student_2982,89,50
2983,student_2983,91,69
2984,student_2984,50,86
2985,student_2985,92,66
2986,student_2986,100,56
2987,student_2987,75,68
2988,student_2988,86,68
2989,student_2989,61,75
2990,student_2990,100,82
2991,student_2991,69,73
2992,student_2992,51,67
2993,student_2993,77,100
2994,student_2994,90,56
2995,student_2995,86,59
2996,student_2996,99,68
2997,student_2997,85,88
2998,student_2998,97,69
2999,student_2999,85,83
3000,student_3000,76,70
3001,student_3001,71,54
3002,student_3002,76,81
3003,student_3003,96,93
3004,student_3004,91,73
3005,student_3005,97,70
3006,student_3006,53,50
3007,student_3007,92,58
3008,student_3008,52,87
3009,student_3009,87,77
3010,student_3010,71,61
3011,student_3011,73,96
3012,student_3012,72,60
3013,student_3013,66,82
3014,student_3014,67,70
3015,student_3015,70,67
3016,student_3016,81,55
3017,student_3017,84,53
3018,student_3018,65,78
3019,student_3019,59,79
3020,student_3020,52,84
3021,student_3021,82,62
3022,student_3022,51,72
3023,student_3023,53,51
3024,student_3024,64,91
3025,student_3025,76,54
3026,student_3026,93,77
3027,student_3027,100,54
3028,student_3028,99,82
3029,student_3029,52,66
3030,student_3030,76,93
3031,student_3031,77,98
3032,student_3032,62,78
3033,student_3033,99,51
3034,student_3034,82,53
3035,student_3035,60,99
3036,student_3036,57,94
3037,student_3037,74,83
3038,student_3038,95,82
3039,student_3039,50,65
3040,student_3040,93,82
3041,student_3041,65,97
3042,student_3042,94,65
3043,student_3043,60,66
3044,student_3044,54,77
3045,student_3045,50,93
3046,student_3046,88,56
3047,student_3047,63,86
3048,student_3048,95,73
3049,student_3049,89,90
3050,student_3050,99,70
3051,student_3051,81,98
3052,student_3052,71,59
3053,student_3053,89,91
3054,student_3054,99,57
3055,student_3055,98,81
3056,student_3056,76,93
3057,student_3057,91,81
3058,student_3058,58,74
3059,student_3059,68,98
3060,student_3060,69,53
3061,student_3061,58,96
3062,student_3062,87,94
3063,student_3063,64,60
3064,student_3064,91,56
3065,student_3065,55,61
3066,student_3066,53,53
3067,student_3067,80,87
3068,student_3068,100,51
3069,student_3069,62,95
3070,student_3070,89,85
3071,student_3071,59,65
3072,student_3072,85,89
3073,student_3073,53,59
3074,student_3074,64,68
3075,student_3075,91,83
3076,student_3076,93,50
3077,student_3077,56,87
3078,student_3078,94,70
3079,student_3079,82,51
3080,student_3080,84,61
3081,student_3081,97,92
3082,student_3082,77,61
3083,student_3083,63,77
3084,student_3084,61,91
3085,student_3085,77,61
3086,student_3086,91,84
3087,student_3087,82,72
3088,student_3088,98,63
3089,student_3089,90,71
3090,student_3090,62,65
3091,student_3091,68,99
3092,student_3092,86,67
3093,student_3093,86,66
3094,student_3094,81,85
3095,student_3095,60,50
3096,student_3096,94,77
3097,student_3097,92,92
3098,student_3098,100,89
3099,student_3099,77,78
3100,student_3100,78,55
3101,student_3101,90,88
3102,student_3102,81,98
3103,student_3103,69,74
3104,student_3104,92,94
3105,student_3105,66,74
3106,student_3106,73,66
3107,student_3107,65,57
3108,student_3108,90,77
3109,student_3109,79,70
3110,student_3110,54,63
3111,student_3111,79,77
3112,student_3112,69,60
3113,student_3113,93,89
3114,student_3114,85,64
3115,student_3115,68,70
3116,student_3116,63,72
3117,student_3117,68,79
3118,student_3118,50,96
3119,student_3119,69,50
3120,student_3120,81,63
3121,student_3121,96,79
3122,student_3122,100,66
3123,student_3123,68,67
3124,student_3124,81,69
3125,student_3125,91,69
3126,student_3126,59,53
3127,student_3127,74,86
3128,student_3128,67,84
3129,student_3129,83,83
3130,student_3130,77,65
3131,student_3131,82,74
3132,student_3132,51,81
3133,student_3133,85,93
3134,student_3134,70,65
3135,student_3135,57,71
3136,student_3136,73,85
3137,student_3137,65,83
3138,student_3138,58,63
3139,student_3139,72,94
3140,student_3140,72,65
3141,student_3141,92,67
3142,student_3142,74,87
3143,student_3143,100,92
3144,student_3144,98,58
3145,student_3145,68,65
3146,student_3146,51,69
3147,student_3147,96,55
3148,student_3148,58,94
3149,student_3149,65,85
3150,student_3150,80,61
3151,student_3151,58,87
3152,student_3152,55,82
3153,student_3153,83,81
3154,student_3154,51,64
3155,student_3155,88,73
3156,student_3156,68,75
3157,student_3157,99,76
3158,student_3158,69,73
3159,student_3159,61,82
3160,student_3160,89,98
3161,student_3161,78,69
3162,student_3162,72,82
3163,student_3163,94,85
3164,student_3164,67,87
3165,student_3165,81,52
